id,answer,answer_value,answer_unit,supporting_materials,explanation,ref_id,ref_url
q130,Unable to answer with confidence based on the provided documents.,is_blank,liters,is_blank,"The provided documents discuss water consumption related to various LLMs, including Llama models, but none give a specific total annual freshwater consumption value for Meta's Llama 3 inference serving clusters in 2024. Information available includes per-query water consumption, water consumption for model training/development (for a series of models, not specifically Llama 3 inference), or overall water efficiency (L/kWh) for Meta's entire data center fleet in a different year (2023), without the corresponding total energy consumption for Llama 3 inference in 2024 to make a calculation.","['chung2025', 'rubei2025', 'jegham2025']","['https://arxiv.org/pdf/2505.06371', 'https://arxiv.org/pdf/2505.09598', 'https://arxiv.org/pdf/2501.05899']"
q131,Unable to answer with confidence based on the provided documents.,is_blank,percent,is_blank,"The provided documents discuss NVIDIA GPU manufacturing, embodied carbon, and the mining of rare earth metals, but none of them contain information about the percentage of NVIDIA H100 GPUs manufactured in 2024 that used recycled rare earth metals. Luccioni et al. (2025a) explicitly states that it is ""impossible to carry out a full life cycle analysis of the hundreds of thousands of GPUs that are designed and manufactured each year"" due to lack of granular data from manufacturers like TSMC.","['luccioni2025a', 'jegham2025', 'morrison2025']","['https://arxiv.org/pdf/2505.09598', 'https://arxiv.org/pdf/2501.16548', 'https://arxiv.org/pdf/2503.05804']"
q132,Unable to answer with confidence based on the provided documents.,is_blank,passengers,is_blank,"The provided documents state the CO2e for the Evolved Transformer NAS but do not contain information on the CO2e emissions for a round trip flight between San Francisco and New York for a single passenger, which is needed to make the comparison.",['patterson2021'],['https://arxiv.org/pdf/2104.10350']
q133,83.5%,83.5,percent,"By the first quarter of 2025, over 70% of notable models provided no environmental impact disclosures... For example, according to May 2025 data from the API platform OpenRouter, these undisclosed models accounted for 83.5% of total LLM token usage.",Quote,"['khan2025', 'jegham2025']","['https://arxiv.org/pdf/2505.09598', 'https://arxiv.org/pdf/2504.06307']"
q134,1,1,A100_80GB_GPU,Table 2: Estimated node-level GPU and non-GPU utilization by batch size for GPT-4o.,"The document categorizes LLMs into hardware classes based on model size. LLaMA-13B falls into the 'Micro' class (7–20B parameters), for which the document assigns 1 GPU for deployment on A100 systems. A 13 billion parameter model at FP16 precision would require approximately 26 GB of memory (13B * 2 bytes/parameter), which fits within a single 80GB A100 GPU.","['xia2024', 'griggs2024']","['https://arxiv.org/pdf/2404.14527', 'https://arxiv.org/pdf/2408.04693']"
q136,Unable to answer with confidence based on the provided documents.,is_blank,metric tons,is_blank,"The provided documents refer to Figure 2 in 'Measuring the Carbon Intensity of AI in Cloud Instances' (dodge2022) for the emissions of a 6.1 billion parameter Transformer (6B Transf.). The text states that 'the 6 billion parameter LM is only trained for 13% of a full run, so a full run would emit about an order of magnitude more emissions than reported here.' However, the actual numerical values for the reported emissions (either min, max, or average) from Figure 2 are not available in the provided text. Without access to the visual information in Figure 2, it is impossible to determine the estimated range of CO2 emissions for either the partial or the complete training run.","['dodge2022', 'luccioni2023', 'morrison2025']","['https://arxiv.org/pdf/2206.05229', 'https://arxiv.org/pdf/2503.05804', 'https://arxiv.org/pdf/2302.08476']"
q137,Unable to answer with confidence based on the provided documents.,is_blank,tCO2e,is_blank,is_blank,"['li2025a', 'dodge2022', 'patterson2021']","['https://arxiv.org/pdf/2206.05229', 'https://arxiv.org/pdf/2104.10350', 'https://arxiv.org/pdf/2309.03852']"
q138,24%,24,percent,Fig. 9 highlights a case where using 2 A100s and 1 A10G results in a 24% cost saving over A100-only and 31% over A10G-only.,Quote,['griggs2024'],['https://arxiv.org/pdf/2404.14527']
q140,4.63 USD per hour,4.63,USD per hour,| H100 | H20 | TPU v6e [7] |---|---|---|| BF16 TFLOPs | 989 | 148 | 918 | Memory capacity | 80 GB | 96 GB | 32 GB | Memory bandwidth | 3.35 TB/s | 4.0 TB/s | 1.64 TB/s | Power rating | 700 W | 400 W | unlisted | Inter-chip bandwidth | 450 GB/s | 450 GB/s | 448 GB/s | Network bandwidth | 400 Gbps | 400 Gbps | 200 Gbps | Price per chip [2] | $11.06/hr | $4.63/hr * | $2.70/hr,"The table in Chen et al. (2024) lists the 'Price per chip' for H20 as $4.63/hr. It should be noted that the document's year is 2024, not 2025 as in the question, but it provides the exact information requested.","['cottier2024', 'jegham2025']","['https://arxiv.org/pdf/2505.09598', 'https://arxiv.org/pdf/2405.21015']"
q141,FALSE,0,is_blank,"Despite our best efforts and several reminders, only 15% of authors from our initial sample of 500 were willing to share relevant information.","The document explicitly states that a very small percentage of authors were willing to share relevant information, indicating that obtaining data often requires direct contact and is not typically automatic or readily available without outreach.","['luccioni2023', 'luccioni2025c']","['https://arxiv.org/pdf/2506.15572', 'https://arxiv.org/pdf/2302.08476']"
q142,Unable to answer with confidence based on the provided documents.,is_blank,percent,We show the results in Table 2. It can be seen that the total health cost can even exceed 120% of the electricity cost and vary widely depending on the training data center locations.,"The document states that the 'total health cost can even exceed 120% of the electricity cost and vary widely depending on the training data center locations.' This indicates a highly variable cost and refers specifically to 'training data center locations,' not the overall 'data centers' total electricity cost' for all U.S. data centers in 2023. Without access to 'Table 2' or a broader average, a confident, specific percentage cannot be provided for all data centers.",['han2024'],['https://arxiv.org/pdf/2412.06288']
q143,Unable to answer with confidence based on the provided documents.,is_blank,A100_80GB_GPU,is_blank,"The provided documents mention NVIDIA A100 80GB GPUs and LLaMA-7B inference, but they do not specify the model size of LLaMA-7B in a way that allows calculating the minimum number of A100 80GB GPUs required for inference without compression or quantization.","['xia2024', 'griggs2024']","['https://arxiv.org/pdf/2404.14527', 'https://arxiv.org/pdf/2408.04693']"
q144,TRUE,1,is_blank,"Experimental results reveal that these methods can reduce energy consumption and carbon emissions by up to 45% post quantization... Table III shows significant reductions in carbon emissions across all models, with some achieving up to 45% after optimization.",The document explicitly states that quantization can reduce carbon emissions by up to 45%.,"['khan2025', 'zschache2025']","['https://arxiv.org/pdf/2504.06307', 'https://arxiv.org/pdf/2508.14170 ']"
q145,75 answers,75,answers,"As we discussed in Section 3, despite our best efforts and several reminders, only 15% of authors from our initial sample of 500 were willing to share relevant",The document states that 'only 15% of authors from our initial sample of 500 were willing to share relevant' information. Calculating 15% of 500 gives 75.,"['luccioni2023', 'luccioni2024']","['https://arxiv.org/pdf/2311.16863', 'https://arxiv.org/pdf/2302.08476']"
q147,3.33 USD per hour,3.33,USD per hour,"Impressively, JetMoE-8B is trained with a limited $100k budget, using 1.25T tokens from mixed open-source datasets and 30,000 H100 GPU hours.","Calculated by dividing the total training budget ($100,000) by the total H100 GPU hours (30,000 hours).","['shen2024', 'han2024']","['https://arxiv.org/pdf/2412.06288', 'https://arxiv.org/pdf/2404.07413']"
q148,Unable to answer with confidence based on the provided documents.,is_blank,percent,is_blank,"The provided documents state that the health cost for training a Llama-3.1 scale model in Iowa is $2.5 million. However, the electricity cost for training this model in Iowa is not provided, making it impossible to calculate the requested percentage.","['morrison2025', 'han2024']","['https://arxiv.org/pdf/2412.06288', 'https://arxiv.org/pdf/2503.05804']"
q149,1.25T tokens,1.25T,tokens,"Impressively, JetMoE-8B is trained with a limited $100k budget, using 1.25T tokens from mixed open-source datasets and 30,000 H100 GPU hours.",Quote,['shen2024'],['https://arxiv.org/pdf/2404.07413']
q150,Unable to answer with confidence based on the provided documents.,is_blank,projects,is_blank,"The documents mention '513 Global renewable energy projects' and 'our Moray West offshore wind farm in Scotland' (which is in the UK) as of January 2024, but do not provide a specific total number of announced Amazon Renewable Energy Projects in the United Kingdom.",['amazon2023'],['https://sustainability.aboutamazon.com/2023-amazon-sustainability-report.pdf']
q151,55.7%,55.7,percent,Table 1: Amazon Workforce (All Levels),Table 1 in the Amazon 2023 Sustainability Report shows the percentage of men in Amazon's workforce (all levels) in 2023 was 55.7%.,['amazon2023'],['https://sustainability.aboutamazon.com/2023-amazon-sustainability-report.pdf']
q152,99%,99,percent,Apple reports that its supply chain accounts for 99% of its total water footprint [23].,Quote,"['wu2021b', 'li2025b']","['https://arxiv.org/pdf/2108.06738', 'https://arxiv.org/pdf/2304.03271']"
q154,Unable to answer with confidence based on the provided documents.,is_blank,seconds,is_blank,"The documents describe an analytical model for estimating maximum batch size and throughput for Mixtral and BlackMamba fine-tuning, including discussions on execution time breakdown. However, specific execution time values for a sparse BlackMamba model with a batch size of 84 on an NVIDIA A40-48GB GPU are not provided. A table in the documents shows the maximum batch size for a sparse BlackMamba model as 20 for the CS dataset and 8 for the MATH dataset, suggesting that a batch size of 84 might exceed supported capacities or was not evaluated and reported.",['xia2024'],['https://arxiv.org/pdf/2408.04693']
q155,granularity metric,granularity,is_blank,"This paper analyzes multi- and hybrid-cloud training in a decentralized fashion on spot instances. We define the lower bounds of model sizes that can be scaled cost-efficiently using the granularity metric to estimate their suitability for distributed training in low-bandwidth, high-latency situations. We show that training on multiple cloud providers and four continents still scales with additional compute resources.","The document explicitly states: ""We define the lower bounds of model sizes that can be scaled cost-efficiently using the granularity metric to estimate their suitability for distributed training in low-bandwidth, high-latency situations."" It also links granularity to ""an almost equal part in communication and calculation"" for NLP tasks across continents.",['erben2023'],['https://arxiv.org/pdf/2306.03163']
q156,Unable to answer with confidence based on the provided documents.,is_blank,times,is_blank,"The provided documents mention that Microsoft employees have fought against the company's oil contracts and that Microsoft's AI push imperils climate goals due to increased carbon emissions. Specifically, references are made to articles like 'Microsoft’s ambitious climate goal forgets about its oil contracts' and 'Microsoft’s Hypocrisy on AI'. However, none of the retrieved text snippets contain the specific numerical comparison of a single deal with Exxon Mobil to the company's yearly carbon removal targets.","['wu2021b', 'luccioni2025a', 'luccioni2025b']","['https://arxiv.org/pdf/2108.06738', 'https://arxiv.org/pdf/2501.16548', 'https://arxiv.org/pdf/2504.00797']"
q157,Water withdrawal,Water withdrawal,is_blank,"Water withdrawal: It refers to freshwater taken from the ground or surface water sources, either temporarily or permanently, and then used for agricultural, industrial, or municipal uses (normally excluding water used for hydroelectricity generation) [12].",Quote,"['li2025b', 'amazon2023']","['https://arxiv.org/pdf/2304.03271', 'https://sustainability.aboutamazon.com/2023-amazon-sustainability-report.pdf']"
q159,Every five years,5,years,"As its core activity, the Standing Committee that oversees the One Hundred Year Study forms a Study Panel every five years to assess the current state of AI.",Quote,['stone2022'],['https://arxiv.org/pdf/2211.06318']
q160,25 devices,25,devices,"At the personal level, every US household has an average of 25 connected devices such as cell phones, tablets, laptops, gaming consoles, wireless headphones, smart TVs, smart speakers, fitness trackers, and connected fitness machines [Deloitte, 2021].","The text explicitly states 'every US household has an average of 25 connected devices' and cites 'Deloitte, 2021', which matches the question's criteria for the year and types of devices.","['wu2021b', 'luccioni2025a']","['https://arxiv.org/pdf/2108.06738', 'https://arxiv.org/pdf/2501.16548']"
q161,0.8 to 3500 MWh,"[0.8,3500]",MWh,"patterson2021, luccioni2025c, morrison2025","From luccioni2025c, OLMo 20M was trained with 0.8 MWh and Llama 4 Scout was trained with 3,500 MWh. Other models mentioned in patterson2021 and morrison2025 fall within this range (e.g., GShard-600B at 24 MWh, Switch Transformer at 179 MWh, GPT-3 at 1287 MWh, BLOOM at 520 MWh).","['zschache2025', 'morrison2025']","['https://arxiv.org/pdf/2503.05804', 'https://arxiv.org/pdf/2508.14170 ']"
q162,FALSE,0,is_blank,"IBM’s Watson program, which beat human contenders to win the Jeopardy challenge in 2011, was largely based on an efficient scheme for organizing, indexing, and retrieving large amounts of information gathered from various sources.",The provided text explicitly states that IBM’s Watson program 'beat human contenders to win the Jeopardy challenge in 2011'.,"['wu2021b', 'shen2024', 'stone2022']","['https://arxiv.org/pdf/2108.06738', 'https://arxiv.org/pdf/2211.06318', 'https://arxiv.org/pdf/2404.07413']"
q163,10-50 queries,10-50,queries,"Other studies have sought to estimate water usage at the level of individual AI models, with one paper suggesting that 10–50 queries on GPT-3 consumes around half a liter of water [68].",Quote,"['li2025b', 'jegham2025']","['https://arxiv.org/pdf/2304.03271', 'https://arxiv.org/pdf/2505.09598']"
q165,6.681 score,6.681,score,"| Model | MT-Bench Score |
|---|---|
| GPT-4 | 9.014 |
| GPT-3.5-turbo | 7.995 |
| Claude-v1 | 7.923 |
| JetMoE-8B-chat | 6.681 |
| Llama-2-13b-chat | 6.650 |
| Vicuna-13b-v1.3 | 6.413 |
| Wizardlm-13b | 6.353 |
| Llama-2-7b-chat | 6.269 |
","The table titled 'MT-Bench Score' in the document lists the MT-Bench scores for various models, including JetMoE-8B-chat and Llama-2-13b-chat. JetMoE-8B-chat achieved a score of 6.681, while Llama-2-13b-chat achieved 6.650, indicating that JetMoE-8B-chat surpassed it.",['shen2024'],['https://arxiv.org/pdf/2404.07413']
q167,10 to 50 responses,"[10,50]",responses,"""Additionally, GPT-3 needs to -drink- (i.e., consume) a 500ml bottle of water for roughly 10 - 50 medium-length responses, depending on when and where it is deployed."", ""More specifically, we consider a medium-sized request, each with approximately=800 words of input and 150 - 300 words of output [30]. """,The provided text states that one 500ml bottle of water is consumed for roughly 10 to 50 medium-length responses of GPT-3.,"['li2025b', 'jegham2025']","['https://arxiv.org/pdf/2304.03271', 'https://arxiv.org/pdf/2505.09598']"
q168,77%,77,percent,"Compared to using only a single GPU type, Mélange reduces deployment costs by up to 77% in conversational settings, 33% in document-based settings, and 51% in a mixed setting.",Quote,['griggs2024'],['https://arxiv.org/pdf/2404.14527']
q169,2 A100 80GB GPUs,2,A100_80GB_GPUs,LLaMA-65B: 130.1 GB (chen2024); A100-80G: 80 GB Memory (griggs2024),"The LLaMA-65B model has a size of 130.1 GB (chen2024). An NVIDIA A100-80G GPU has 80 GB of memory (griggs2024). To run the LLaMA-65B model, you would need 130.1 GB / 80 GB per GPU = 1.62625 GPUs. Since GPUs cannot be fractional, at least 2 A100 80GB GPUs are required.","['xia2024', 'griggs2024', 'chen2024']","['https://arxiv.org/pdf/2404.14527', 'https://arxiv.org/pdf/2405.01814', 'https://arxiv.org/pdf/2408.04693']"
q171,"More than 10,000 round trips",10000,round trips,"Our findings reveal that training a large AI model comparable to the Llama-3.1 scale can produce air pollutants equivalent to more than 10,000 round trips by car between Los Angeles and New York City.",Quote,"['luccioni2025c', 'han2024']","['https://arxiv.org/pdf/2412.06288', 'https://arxiv.org/pdf/2506.15572']"
q172,80-90%,"[80,90]",percent,"luccioni2024: According to AWS, the largest global cloud provider, inference is estimated to make up 80 to 90% of total ML cloud computing demand [2, 28]. [28] George Leopold. 2019. AWS to Offer NVIDIA’s T4 GPUs for AI Inferencing.","According to a 2019 statement related to AWS offering NVIDIA T4 GPUs for AI inferencing, inference processing was estimated to account for 80-90% of the total ML cloud computing demand.","['xia2024', 'fernandez2025', 'cottier2024']","['https://arxiv.org/pdf/2405.21015', 'https://arxiv.org/pdf/2408.04693', 'https://arxiv.org/pdf/2504.17674']"
q173,178.97 kg CO2eq,178.97,kg CO2eq,luccioni2024,"The document 'Power Hungry Processing:⚡Watts⚡Driving the Cost of AI Deployment?' (luccioni2024) states: 'In total, for all of model experimentation and evaluation, we used a total of 754.66 kWh of energy and emitted 178.97 kg of CO2eq.'","['luccioni2023', 'amazon2023']","['https://sustainability.aboutamazon.com/2023-amazon-sustainability-report.pdf', 'https://arxiv.org/pdf/2302.08476']"
q174,FALSE,0,is_blank,"LLMs and VLMs consume significantly less power than the GPU's TDP because LLM decoding, the dominant operation for LLM serving, is memory-intensive and does not fully utilize the GPU's compute resources. VLMs show slightly higher power consumption than LLMs due to its additional modality encoder, which is compute-intensive. Diffusion models, on the other hand, consume nearly the maximum power of the GPU when batch size is not small. Solid bars are energy measurements, whereas dimmed bars behind each solid bar are estimations based on the GPU’s TDP, with numbers showing the ratio of overestimation. Note the log scale Y-axis.","The document explicitly states that estimations based on GPU's TDP lead to 'overestimation' for many models, particularly LLMs, because they don't fully utilize the GPU's compute resources. This indicates that using TDP as a direct estimate of energy consumption is not reliable or accurate.",['chung2025'],['https://arxiv.org/pdf/2505.06371']
q175,FALSE,0,is_blank,"For instance, GPT-4o mini, despite its smaller architecture, consumes approximately 20% more energy than GPT-4o on long queries due to reliance on older A100 GPU nodes.","The document explicitly states that 'GPT-4o mini, despite its smaller architecture, consumes approximately 20% more energy than GPT-4o on long queries'. This contradicts the statement in the question, making it False.","['chung2025', 'jegham2025']","['https://arxiv.org/pdf/2505.06371', 'https://arxiv.org/pdf/2505.09598']"
q176,Unable to answer with confidence based on the provided documents.,is_blank,queries/sec,is_blank,"The provided documents discuss throughput for Mixtral models, including a table for A40 GPU (xia2024, Table II). While A100-40GB is mentioned as a GPU used for validation (xia2024, score 1.310858964920044), and figures are described that show throughput for different batch sizes, the specific ground truth throughput for a dense Mixtral-CS model on an A100-40GB GPU at a batch size of 1 queries/sec is not explicitly provided in the text or tables.","['xia2024', 'griggs2024']","['https://arxiv.org/pdf/2404.14527', 'https://arxiv.org/pdf/2408.04693']"
q177,FALSE,0,is_blank,"The direct release of environmental information peaked in 2022, with 10% of notable models that year releasing some degree of information. However, the introduction of increasingly commercial and proprietary models after 2022, potentially catalyzed by the popular launch of ChatGPT, which provided very limited information about the training approach used and even the final size of the underlying model, triggered a notable reversal in this trend, dramatically reducing direct environmental disclosures. By the first quarter of 2025, the majority of notable AI models again fell under the “no disclosure” category, as the line between research and commercial deployment became increasingly blurred.","The document explicitly states that the direct release of environmental information peaked in 2022 and then experienced a ""notable reversal"" and ""dramatically reducing"" trend, with the majority of models having ""no disclosure"" by Q1 2025, which contradicts the statement that the trend continued to increase.",['luccioni2025c'],['https://arxiv.org/pdf/2506.15572']
q178,7.516 USD per hour,7.516,USD per hour,"We calculate this by comparing RunPod
’s H100 cost ($4.69) to RunPod’s A100-80G cost ($2.29), then adjusting relative to the A100’s price on major clouds ($3.67), resulting in a normalized price of (4.69/2.29) × 3.67 = $7.516 for H100.",The document 'griggs2024' explicitly states the calculation for the normalized on-demand hourly price for an H100 GPU: (4.69/2.29) × 3.67 = $7.516.,"['griggs2024', 'cottier2024']","['https://arxiv.org/pdf/2404.14527', 'https://arxiv.org/pdf/2405.21015']"
q179,Unable to answer with confidence based on the provided documents.,is_blank,liters of water,"While no official information is available on the resource consumption, some subsequent models like GPT-4 could consume substantially more energy and water than GPT-3 for processing the same request [31, 32].","The provided documents discuss water consumption in data centers and for training/inference of various AI models, including some estimates for GPT-3 and GPT-4o inference. However, there is no specific information or data provided that quantifies the liters of water used for cooling during OpenAI's GPT-4 *training run*. The documents explicitly state that official information on resource consumption for models like GPT-4 is unavailable and that the data center industry suffers from a lack of transparency regarding water usage.","['morrison2025', 'jegham2025']","['https://arxiv.org/pdf/2505.09598', 'https://arxiv.org/pdf/2503.05804']"
q180,$7.34,7.34,USD per hour,Table 1 in griggs2024,"According to Table 1 in the griggs2024 document, the on-demand price for a single NVIDIA A100-80G (SXM) GPU is $3.67 per hour. To run the model using 2 NVIDIA A100 GPUs, the hourly cost would be 2 * $3.67 = $7.34.","['xia2024', 'griggs2024']","['https://arxiv.org/pdf/2404.14527', 'https://arxiv.org/pdf/2408.04693']"
q181,Unable to answer with confidence based on the provided documents.,is_blank,multiplier,wu2021a,"While 'wu2021a' mentions a '1000x model size increase for GPT3-based language translation tasks', it does not specify the corresponding BLEU score increase, nor does it provide a relationship or graph from which to infer the model size needed for a BLEU score increase from 5 to 40.","['luccioni2023', 'strubell2019', 'patterson2021']","['https://arxiv.org/pdf/1906.02243', 'https://arxiv.org/pdf/2104.10350', 'https://arxiv.org/pdf/2302.08476']"
q182,"Approximately 713,489 miles",713489,miles,"patterson2021: '[Str19] estimates the CO2e for the neural architecture search (NAS) to find the more-efficient Evolved Transformer architecture done by [So19] at Google as 626,155 pounds (284 tCO2e).'; dodge2022: 'one mile driven is estimated to emit 3.98 × 10−4 metric tons (using average US passenger vehicle, which gets 22.5 miles per gallon of gasoline)'","Strubell et al. estimated the CO2e for the neural architecture search (NAS) of the Evolved Transformer at 626,155 pounds. A recent study estimates that one mile driven by an average US passenger vehicle emits 3.98 × 10−4 metric tons of CO2e. Converting metric tons to pounds (1 metric ton = 2204.62 lbs), one mile driven is approximately 0.8776 lbs of CO2e. Dividing the total estimated CO2e (626,155 lbs) by the CO2e per mile (0.8776 lbs/mile) yields approximately 713,489 miles.","['dodge2022', 'patterson2021']","['https://arxiv.org/pdf/2206.05229', 'https://arxiv.org/pdf/2104.10350']"
q183,"60,609.6 MWh",60609.6,MWh,luccioni2024,"The BLOOMz-7B model consumes 1.0 × 10−4 kWh per inference. If 606,096 downloads each result in 1 million inferences, the total number of inferences is 606,096 * 1,000,000 = 606,096,000,000 inferences. The total energy consumed in kWh is 606,096,000,000 inferences * (1.0 × 10−4 kWh/inference) = 60,609,600 kWh. Converting this to MWh (1 MWh = 1000 kWh), the total energy is 60,609,600 / 1000 = 60,609.6 MWh.",['luccioni2024'],['https://arxiv.org/pdf/2311.16863']
q184,"30,000 H100 GPU hours",30000,H100 GPU hours,"Impressively, JetMoE-8B is trained with a limited $100k budget, using 1.25T tokens from mixed open-source datasets and 30,000 H100 GPU hours.",Quote,"['xia2024', 'chung2025', 'strubell2019']","['https://arxiv.org/pdf/2505.06371', 'https://arxiv.org/pdf/1906.02243', 'https://arxiv.org/pdf/2408.04693']"
q185,1 billion dollars,1,billion USD,The trend suggests that the most expensive publicly announced model will cost one billion dollars to train by the start of 2027,"The document explicitly states that the most expensive publicly announced model will cost one billion dollars to train by the start of 2027, based on the trend of growing development costs.",['cottier2024'],['https://arxiv.org/pdf/2405.21015']
q186,Unable to answer with confidence based on the provided documents.,is_blank,FLOPS,is_blank,"The provided documents discuss the cost of training GPT-3, GPU hours, and energy consumption, and even mention FLOPs for 'smaller versions of GPT-3' (4.5e22 FLOPs in cottier2024) but none of the provided text explicitly states the *total* number of floating point operations (FLOPs) used to train the full GPT-3 model as published by OpenAI.","['li2025a', 'cottier2024']","['https://arxiv.org/pdf/2405.21015', 'https://arxiv.org/pdf/2309.03852']"
q187,5 NVIDIA V100 32GB GPUs,5,V100_32GB_GPUs,"chen2024: Table 3 lists LLaMA-65B model size as 130.1 GB. zschache2025: Table in section 6.2 states ""4 x NVIDIA V100 (32GB)"" under GPU per node, indicating a single V100 GPU has 32GB memory.","The LLaMA-65B model size is 130.1 GB (chen2024, Table 3). Each NVIDIA V100 GPU has 32GB of memory (zschache2025, Table in section 6.2). To run the model, the total memory required is 130.1 GB. The number of GPUs needed is 130.1 GB / 32 GB/GPU = 4.065625. Since a partial GPU cannot be used, we round up to the next whole number, which is 5 GPUs.","['xia2024', 'griggs2024']","['https://arxiv.org/pdf/2404.14527', 'https://arxiv.org/pdf/2408.04693']"
q188,28.22 zettaFLOPs,28.22,zettaFLOPs,"li2025a: | Model | Cost (zettaFLOPs) | Average | ARC | HellaSwag | MMLU | TruthfulQA |
|-------|-------------------|---------|-----|----------|-------|-------------|
| Llama-2 (13B) | 201.37 (±28.77) | 58.66 | 59.39 | 82.13 | 55.77 | 37.38 |
| Llama-2 (7B) | 106.60 (±15.23) | 54.32 | 53.07 | 78.59 | 46.87 | 38.76 |
| Llama (13B) | 94.81 (±13.54) | 56.08 | 56.23 | 80.93 | 47.67 | 39.48 |
| Llama (7B) | 49.54 (±7.08) | 49.72 | 51.02 | 77.82 | 35.71 | 34.33 |
| GLM-130B | 210.80 | 48.11 | 42.15 | 67.91 | 42.59 | 39.80 |

| FLM-101B | 28.22 | 43.94 | 39.76 | 66.23 | 28.30* | 41.47 |","The table in li2025a explicitly lists the computational cost for FLM-101B as 28.22 zettaFLOPs. The paper describes FLM-101B as the result of a growth strategy, where models of 16B, 51B, and 101B parameters are trained sequentially, implying the 101B is the final stage.","['li2025a', 'erben2023']","['https://arxiv.org/pdf/2306.03163', 'https://arxiv.org/pdf/2309.03852']"
q189,Unable to answer with confidence based on the provided documents.,is_blank,percent,is_blank,"The documents mention AlexNet 2012 in the context of ImageNet classification, but none of the provided texts explicitly state its top-1 accuracy on ImageNet.","['schwartz2019', 'wu2021a']","['https://arxiv.org/pdf/1907.10597', 'https://arxiv.org/pdf/2111.00364']"
q190,192,192,GPUs,We fix our budget to be $100K with 192 A800 GPUs.,The document states that the FLM-101B model was trained with 192 A800 GPUs.,"['li2025a', 'samsi2024']","['https://arxiv.org/pdf/2310.03003', 'https://arxiv.org/pdf/2309.03852']"
q191,Unable to answer with confidence based on the provided documents.,is_blank,lifetimes,"luccioni2025c: ""estimated that the NAS approach, assuming United States average electricity GHG emissions intensity and typical AI hardware running in an average-efficiency datacenter, could yield 626,155 pounds (284 metric tons) CO₂-equivalent GHG emissions (CO₂e), or about five times the emissions of a car during its lifetime, including fuel."" dodge2022: ""Attention was first drawn to the environmental impact of AI research by the seminal work of Strubell et al. [42], which quantified the emissions produced by training a Transformer model with Neural Architecture search, finding it to be comparable to the lifetime carbon emissions of five cars."" patterson2021: ""[Str19] estimates the CO2e for the neural architecture search (NAS) to find the more-efficient Evolved Transformer architecture done by [So19] at Google as 626,155 pounds (284 tCO2e).""","The estimated CO2 emissions for Neural Architecture Search (NAS) to train a Transformer-based model for machine translation are stated to be 626,155 pounds (284 metric tons) CO2e. This amount is consistently compared to ""about five times the emissions of a car during its lifetime"" across multiple documents. However, the provided documents do not contain information or a conversion factor to relate ""car lifetimes"" to ""average American human lifetimes"" in terms of CO2 emissions. Therefore, the second part of the question cannot be answered with confidence using the given information.","['patterson2021', 'luccioni2025c']","['https://arxiv.org/pdf/2506.15572', 'https://arxiv.org/pdf/2104.10350']"
q192,Unable to answer with confidence based on the provided documents.,is_blank,hours,is_blank,is_blank,"['xia2024', 'erben2023']","['https://arxiv.org/pdf/2408.04693', 'https://arxiv.org/pdf/2306.03163']"
q193,"47,400 metric tons of CO2e",47400,metric tons,"These on-site solar energy systems are estimated to generate 123,000 MWh annually
—enough energy to power over 33,600 European homes—and avoid the equivalent of roughly 47,400 metric tons of CO2e each year compared to nonrenewable electricity sources.","The provided text explicitly states that Amazon's on-site solar energy systems avoid 'roughly 47,400 metric tons of CO2e each year compared to nonrenewable electricity sources.'",['amazon2023'],['https://sustainability.aboutamazon.com/2023-amazon-sustainability-report.pdf']
q194,"The vLLM library, running on a Ray cluster.","vLLM library, Ray cluster",is_blank,"LLMs were deployed using the vllm library (https://github.com/vllm-project/vllm), which runs on a ray cluster (https://www.ray.io/) for multi-node computations. If a model is too large to be deployed on a single GPU, the model weights are distributed over multiple GPUs, which allow for a parallel computation of the activations (c.f. tensor model parallelism (TMP) in Bai et al., 2024, pp.16). In cases where two computing nodes are needed, the model is split into two parts and executed sequentially (c.f. pipeline model parallelism (PMP) in Bai et al., 2024, p.17): first the model part on the first node and then the model part on the second node.",Quote,"['fernandez2025', 'shen2024', 'samsi2024']","['https://arxiv.org/pdf/2310.03003', 'https://arxiv.org/pdf/2404.07413', 'https://arxiv.org/pdf/2504.17674']"
q195,1.95x,1.95,multiplier,Model Duration (s) Energy consumed (Wh) single double ratio single double ratio Llama 3.1 70B 161.59 304.77 1.89 48.60 94.88 1.95,"The table in the supporting materials explicitly shows the energy consumed (Wh) for Llama 3.1 70B in 'single' (48.60 Wh) and 'double' (94.88 Wh) node deployments, with a calculated 'ratio' of 1.95.","['chung2025', 'samsi2024']","['https://arxiv.org/pdf/2310.03003', 'https://arxiv.org/pdf/2505.06371']"
q196,Unable to answer with confidence based on the provided documents.,is_blank,gallons of water,is_blank,"The documents provide some information on water consumption for AI models (e.g., GPT-3 queries, GPT-4o annual consumption projections for 2025) and general data center water usage, but none directly state the water consumed per ChatGPT user session specifically for 2023.","['amazon2023', 'jegham2025']","['https://arxiv.org/pdf/2505.09598', 'https://sustainability.aboutamazon.com/2023-amazon-sustainability-report.pdf']"
q197,"35,000 U.S. homes",35000,homes,jegham2025,"The document states that 'Even a 0.42 Wh short query, when scaled to 700M queries/day, aggregates to annual electricity comparable to 35,000 U.S. homes'.","['jegham2025', 'morrison2025']","['https://arxiv.org/pdf/2505.09598', 'https://arxiv.org/pdf/2503.05804']"
